train_loss,epoch,step,val_loss,val_acc,train_acc
0.691169798374176,0,49,,,
0.624613344669342,0,99,,,
0.5783371329307556,0,149,,,
0.6365731954574585,0,199,,,
0.6366987228393555,0,249,,,
0.476226270198822,0,299,,,
0.7228579521179199,0,349,,,
0.4425871968269348,0,399,,,
0.5144736766815186,0,449,,,
,0,449,0.5277162194252014,0.737500011920929,
,0,449,,,0.7218055725097656
0.40785548090934753,1,499,,,
0.6122295260429382,1,549,,,
0.3973526060581207,1,599,,,
0.5183789134025574,1,649,,,
0.5197019577026367,1,699,,,
0.3415983319282532,1,749,,,
0.38775914907455444,1,799,,,
0.664988100528717,1,849,,,
0.33908650279045105,1,899,,,
,1,899,0.4686829745769501,0.7912499904632568,
,1,899,,,0.7755555510520935
0.4196241497993469,2,949,,,
0.38806211948394775,2,999,,,
0.4415515065193176,2,1049,,,
0.4060346484184265,2,1099,,,
0.5779541730880737,2,1149,,,
0.38152405619621277,2,1199,,,
0.4385882318019867,2,1249,,,
0.43614792823791504,2,1299,,,
0.2592690587043762,2,1349,,,
,2,1349,0.45909884572029114,0.7962499856948853,
,2,1349,,,0.8023611307144165
0.27991369366645813,3,1399,,,
0.22216838598251343,3,1449,,,
0.3630671203136444,3,1499,,,
0.31438806653022766,3,1549,,,
0.2775159180164337,3,1599,,,
0.5981164574623108,3,1649,,,
0.4036254584789276,3,1699,,,
0.4082365930080414,3,1749,,,
0.38234710693359375,3,1799,,,
,3,1799,0.44801607728004456,0.7912499904632568,
,3,1799,,,0.8144444227218628
0.5854798555374146,4,1849,,,
0.5139506459236145,4,1899,,,
0.3153635859489441,4,1949,,,
0.3679061532020569,4,1999,,,
0.5035439729690552,4,2049,,,
0.18426081538200378,4,2099,,,
0.3459148108959198,4,2149,,,
0.32022082805633545,4,2199,,,
0.24745848774909973,4,2249,,,
,4,2249,0.43370020389556885,0.8149999976158142,
,4,2249,,,0.8149999976158142
0.6482672691345215,5,2299,,,
0.25928592681884766,5,2349,,,
0.4518570005893707,5,2399,,,
0.5905435085296631,5,2449,,,
0.6390818953514099,5,2499,,,
0.3775574266910553,5,2549,,,
0.5279042720794678,5,2599,,,
0.2572217881679535,5,2649,,,
0.32839420437812805,5,2699,,,
,5,2699,0.42753517627716064,0.8131250143051147,
,5,2699,,,0.8252778053283691
0.38889065384864807,6,2749,,,
0.5410343408584595,6,2799,,,
0.34367719292640686,6,2849,,,
0.5106713175773621,6,2899,,,
0.35190391540527344,6,2949,,,
0.5932801365852356,6,2999,,,
0.539603054523468,6,3049,,,
0.3670249879360199,6,3099,,,
0.6496504545211792,6,3149,,,
,6,3149,0.4171079993247986,0.8224999904632568,
,6,3149,,,0.8250694274902344
0.6337906122207642,7,3199,,,
0.37067005038261414,7,3249,,,
0.34991228580474854,7,3299,,,
0.22157883644104004,7,3349,,,
0.35387352108955383,7,3399,,,
0.3403736352920532,7,3449,,,
0.33503860235214233,7,3499,,,
0.40541279315948486,7,3549,,,
0.6220900416374207,7,3599,,,
,7,3599,0.42063698172569275,0.8181250095367432,
,7,3599,,,0.8309721946716309
0.4023565948009491,8,3649,,,
0.1989145278930664,8,3699,,,
0.1974657028913498,8,3749,,,
0.3615965247154236,8,3799,,,
0.3455010652542114,8,3849,,,
0.30330079793930054,8,3899,,,
0.3797426223754883,8,3949,,,
