train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.781541645526886,0,49,,,,
0.7729698419570923,0,99,,,,
0.7505844235420227,0,149,,,,
0.679754376411438,0,199,,,,
0.7884749174118042,0,249,,,,
0.8192551732063293,0,299,,,,
0.7837669849395752,0,349,,,,
0.696747899055481,0,399,,,,
0.727425217628479,0,449,,,,
,0,449,0.7665260434150696,0.42250001430511475,,
,0,449,,,0.42597222328186035,
0.6822655200958252,1,499,,,,
0.6855106949806213,1,549,,,,
0.6603624224662781,1,599,,,,
0.6720753908157349,1,649,,,,
0.6077879667282104,1,699,,,,
0.6125032305717468,1,749,,,,
0.6102150678634644,1,799,,,,
0.6461160778999329,1,849,,,,
0.5306967496871948,1,899,,,,
,1,899,0.5983263254165649,0.6787499785423279,,
,1,899,,,0.6442360877990723,
0.6329760551452637,2,949,,,,
0.48370257019996643,2,999,,,,
0.546983003616333,2,1049,,,,
0.574544370174408,2,1099,,,,
0.647179901599884,2,1149,,,,
0.5631505846977234,2,1199,,,,
0.5174764394760132,2,1249,,,,
0.49620598554611206,2,1299,,,,
0.5139043927192688,2,1349,,,,
,2,1349,0.5463302135467529,0.7243750095367432,,
,2,1349,,,0.7206944227218628,
0.4914948046207428,3,1399,,,,
0.4773663282394409,3,1449,,,,
0.5452775359153748,3,1499,,,,
0.5487149357795715,3,1549,,,,
0.4355612099170685,3,1599,,,,
0.6119785904884338,3,1649,,,,
0.510473906993866,3,1699,,,,
0.4709898829460144,3,1749,,,,
0.4878794252872467,3,1799,,,,
,3,1799,0.5187182426452637,0.7462499737739563,,
,3,1799,,,0.7524999976158142,
0.6142723560333252,4,1849,,,,
0.640195369720459,4,1899,,,,
0.4433406889438629,4,1949,,,,
0.5022397637367249,4,1999,,,,
0.6048948764801025,4,2049,,,,
0.2658613324165344,4,2099,,,,
0.4155174493789673,4,2149,,,,
0.3257891535758972,4,2199,,,,
0.3814569115638733,4,2249,,,,
,4,2249,0.4703546464443207,0.78125,,
,4,2249,,,0.7761805653572083,
0.5391263961791992,5,2299,,,,
0.4000782370567322,5,2349,,,,
0.3836228847503662,5,2399,,,,
0.6226576566696167,5,2449,,,,
0.6915725469589233,5,2499,,,,
0.3790821135044098,5,2549,,,,
0.5315656065940857,5,2599,,,,
0.37729811668395996,5,2649,,,,
0.37825900316238403,5,2699,,,,
,5,2699,0.44776925444602966,0.8012499809265137,,
,5,2699,,,0.7976388931274414,
0.49969416856765747,6,2749,,,,
0.6538839340209961,6,2799,,,,
0.35324347019195557,6,2849,,,,
0.5377858281135559,6,2899,,,,
0.41082704067230225,6,2949,,,,
0.5089369416236877,6,2999,,,,
0.5447511672973633,6,3049,,,,
0.28910842537879944,6,3099,,,,
0.6427794694900513,6,3149,,,,
,6,3149,0.41357409954071045,0.8218749761581421,,
,6,3149,,,0.8170138597488403,
0.7590610980987549,7,3199,,,,
0.3626289665699005,7,3249,,,,
0.3158312439918518,7,3299,,,,
0.25545617938041687,7,3349,,,,
0.3296408951282501,7,3399,,,,
0.3443945050239563,7,3449,,,,
0.30334433913230896,7,3499,,,,
0.3735518753528595,7,3549,,,,
0.4931364357471466,7,3599,,,,
,7,3599,0.39345645904541016,0.8318750262260437,,
,7,3599,,,0.8279861211776733,
0.33523932099342346,8,3649,,,,
0.2864733040332794,8,3699,,,,
0.2217951864004135,8,3749,,,,
0.37908071279525757,8,3799,,,,
0.33501118421554565,8,3849,,,,
0.35287970304489136,8,3899,,,,
0.38249877095222473,8,3949,,,,
0.4333169162273407,8,3999,,,,
0.42433443665504456,8,4049,,,,
,8,4049,0.3865671157836914,0.8431249856948853,,
,8,4049,,,0.8396527767181396,
0.34580183029174805,9,4099,,,,
0.2706497609615326,9,4149,,,,
0.3491033911705017,9,4199,,,,
0.2601110637187958,9,4249,,,,
0.433099627494812,9,4299,,,,
0.5221030712127686,9,4349,,,,
0.3240554928779602,9,4399,,,,
0.343173086643219,9,4449,,,,
0.4027383625507355,9,4499,,,,
,9,4499,0.4142548739910126,0.8287500143051147,,
,9,4499,,,0.8478472232818604,
0.2429698407649994,10,4549,,,,
0.3331487476825714,10,4599,,,,
