train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.670616090297699,0,49,,,,
0.5998247265815735,0,99,,,,
0.6068690419197083,0,149,,,,
0.5850614309310913,0,199,,,,
0.6634564399719238,0,249,,,,
0.48181772232055664,0,299,,,,
0.6377671957015991,0,349,,,,
0.5581557154655457,0,399,,,,
0.57283616065979,0,449,,,,
,0,449,0.5394204258918762,0.7356250286102295,,
,0,449,,,0.7247916460037231,
0.37950098514556885,1,499,,,,
0.7573497891426086,1,549,,,,
0.34740355610847473,1,599,,,,
0.45459505915641785,1,649,,,,
0.5494440793991089,1,699,,,,
0.2561545968055725,1,749,,,,
0.4360290467739105,1,799,,,,
0.6629590392112732,1,849,,,,
0.2762068510055542,1,899,,,,
,1,899,0.4616052210330963,0.7837499976158142,,
,1,899,,,0.7872916460037231,
0.3257782459259033,2,949,,,,
0.31460821628570557,2,999,,,,
0.36496707797050476,2,1049,,,,
0.4821256101131439,2,1099,,,,
0.6551342606544495,2,1149,,,,
0.3728004992008209,2,1199,,,,
0.5276686549186707,2,1249,,,,
0.42683330178260803,2,1299,,,,
0.2363005429506302,2,1349,,,,
,2,1349,0.433398962020874,0.8025000095367432,,
,2,1349,,,0.8148611187934875,
0.3599274754524231,3,1399,,,,
0.27202197909355164,3,1449,,,,
0.27683722972869873,3,1499,,,,
0.4157066345214844,3,1549,,,,
0.2578812837600708,3,1599,,,,
0.6815198659896851,3,1649,,,,
0.34771570563316345,3,1699,,,,
0.29844045639038086,3,1749,,,,
0.31383079290390015,3,1799,,,,
,3,1799,0.43337634205818176,0.8031250238418579,,
,3,1799,,,0.8256250023841858,
0.5160633325576782,4,1849,,,,
0.39887961745262146,4,1899,,,,
0.3645176589488983,4,1949,,,,
0.29671621322631836,4,1999,,,,
0.30336135625839233,4,2049,,,,
0.1889405995607376,4,2099,,,,
0.36450186371803284,4,2149,,,,
0.19933366775512695,4,2199,,,,
0.27940282225608826,4,2249,,,,
,4,2249,0.4444447457790375,0.8149999976158142,,
,4,2249,,,0.8352083563804626,
0.5073537826538086,5,2299,,,,
0.36240899562835693,5,2349,,,,
0.3904474973678589,5,2399,,,,
0.5024679899215698,5,2449,,,,
0.5895223021507263,5,2499,,,,
0.3397351801395416,5,2549,,,,
0.5355463027954102,5,2599,,,,
0.25848379731178284,5,2649,,,,
0.2337743043899536,5,2699,,,,
,5,2699,0.4273074269294739,0.8231250047683716,,
,5,2699,,,0.8453472256660461,
0.4581368565559387,6,2749,,,,
0.6987320184707642,6,2799,,,,
0.31108224391937256,6,2849,,,,
0.6175990104675293,6,2899,,,,
0.33605480194091797,6,2949,,,,
0.5760367512702942,6,2999,,,,
0.3991085886955261,6,3049,,,,
0.30347326397895813,6,3099,,,,
0.6179999709129333,6,3149,,,,
,6,3149,0.41389209032058716,0.8318750262260437,,
,6,3149,,,0.8507639169692993,
0.4900197684764862,7,3199,,,,
0.3864154517650604,7,3249,,,,
0.2647857069969177,7,3299,,,,
0.25399819016456604,7,3349,,,,
0.19540631771087646,7,3399,,,,
0.40051424503326416,7,3449,,,,
0.22655755281448364,7,3499,,,,
0.3838502764701843,7,3549,,,,
0.3868429660797119,7,3599,,,,
,7,3599,0.4187912046909332,0.8106250166893005,,
,7,3599,,,0.8575000166893005,
0.2819555997848511,8,3649,,,,
0.26773953437805176,8,3699,,,,
0.17851242423057556,8,3749,,,,
0.27247971296310425,8,3799,,,,
0.32956814765930176,8,3849,,,,
0.2553662955760956,8,3899,,,,
0.3888019919395447,8,3949,,,,
0.21752125024795532,8,3999,,,,
0.39356714487075806,8,4049,,,,
,8,4049,0.4059067964553833,0.8399999737739563,,
,8,4049,,,0.85958331823349,
0.3458455801010132,9,4099,,,,
0.30170395970344543,9,4149,,,,
0.28923749923706055,9,4199,,,,
0.28384971618652344,9,4249,,,,
0.29970353841781616,9,4299,,,,
0.21185815334320068,9,4349,,,,
0.23193643987178802,9,4399,,,,
0.2324935793876648,9,4449,,,,
0.3878270089626312,9,4499,,,,
,9,4499,0.42622479796409607,0.8206250071525574,,
,9,4499,,,0.8646527528762817,
0.22654643654823303,10,4549,,,,
0.38775694370269775,10,4599,,,,
0.3926452398300171,10,4649,,,,
0.28259745240211487,10,4699,,,,
0.1358029544353485,10,4749,,,,
0.41566407680511475,10,4799,,,,
0.6477646827697754,10,4849,,,,
0.23087255656719208,10,4899,,,,
0.39148348569869995,10,4949,,,,
,10,4949,0.4126403331756592,0.8412500023841858,,
,10,4949,,,0.8697916865348816,
0.322614848613739,11,4999,,,,
0.2653295695781708,11,5049,,,,
0.3818228244781494,11,5099,,,,
0.3679007291793823,11,5149,,,,
0.1807529479265213,11,5199,,,,
0.3251708745956421,11,5249,,,,
0.36146649718284607,11,5299,,,,
0.2616844177246094,11,5349,,,,
0.2793698012828827,11,5399,,,,
,11,5399,0.38710835576057434,0.8518750071525574,,
,11,5399,,,0.8754166960716248,
0.29735586047172546,12,5449,,,,
0.19860093295574188,12,5499,,,,
0.2437920719385147,12,5549,,,,
0.23222965002059937,12,5599,,,,
0.2884799838066101,12,5649,,,,
0.464999258518219,12,5699,,,,
0.40929850935935974,12,5749,,,,
0.20011930167675018,12,5799,,,,
0.24149425327777863,12,5849,,,,
,12,5849,0.4490506052970886,0.8349999785423279,,
,12,5849,,,0.8754861354827881,
0.36951398849487305,13,5899,,,,
0.16846098005771637,13,5949,,,,
0.330247163772583,13,5999,,,,
0.38842618465423584,13,6049,,,,
0.3766937553882599,13,6099,,,,
0.19825510680675507,13,6149,,,,
0.28560373187065125,13,6199,,,,
0.2509956657886505,13,6249,,,,
0.306478351354599,13,6299,,,,
,13,6299,0.41183704137802124,0.840624988079071,,
,13,6299,,,0.8815277814865112,
