train_loss,epoch,step,val_loss,val_acc,train_acc
6.208080768585205,0,49,,,
5.881396770477295,0,99,,,
5.615533351898193,0,149,,,
5.155439376831055,0,199,,,
5.541404724121094,0,249,,,
5.063839435577393,0,299,,,
5.471246719360352,0,349,,,
4.992660045623779,0,399,,,
4.932328224182129,0,449,,,
4.85309362411499,0,499,,,
4.740767478942871,0,549,,,
4.891199111938477,0,599,,,
4.644513130187988,0,649,,,
4.60659122467041,0,699,,,
4.670817852020264,0,749,,,
4.922273635864258,0,799,,,
5.003454208374023,0,849,,,
4.75441837310791,0,899,,,
4.292972564697266,0,949,,,
4.638340473175049,0,999,,,
4.532968997955322,0,1049,,,
4.614664554595947,0,1099,,,
4.620525360107422,0,1149,,,
4.379185676574707,0,1199,,,
4.543396472930908,0,1249,,,
4.1475982666015625,0,1299,,,
4.154957294464111,0,1349,,,
4.29559850692749,0,1399,,,
4.341379165649414,0,1449,,,
4.238260269165039,0,1499,,,
4.526041030883789,0,1549,,,
,0,1561,4.333139896392822,0.10589999705553055,
,0,1561,,,0.05047615244984627
4.606081485748291,1,1599,,,
4.031160354614258,1,1649,,,
4.20994234085083,1,1699,,,
4.211607456207275,1,1749,,,
3.7499380111694336,1,1799,,,
4.068606376647949,1,1849,,,
4.203055381774902,1,1899,,,
3.726325750350952,1,1949,,,
3.7652041912078857,1,1999,,,
3.916328191757202,1,2049,,,
3.6639389991760254,1,2099,,,
4.003616809844971,1,2149,,,
3.784158706665039,1,2199,,,
3.7901077270507812,1,2249,,,
4.223371982574463,1,2299,,,
3.9973747730255127,1,2349,,,
3.8084614276885986,1,2399,,,
4.241042137145996,1,2449,,,
3.50897216796875,1,2499,,,
4.015247344970703,1,2549,,,
4.209128379821777,1,2599,,,
3.9943959712982178,1,2649,,,
3.7829301357269287,1,2699,,,
4.063089847564697,1,2749,,,
3.4712131023406982,1,2799,,,
3.536708354949951,1,2849,,,
3.676104784011841,1,2899,,,
4.111927032470703,1,2949,,,
3.8844239711761475,1,2999,,,
3.8438401222229004,1,3049,,,
3.476879358291626,1,3099,,,
,1,3123,3.8803625106811523,0.1860000044107437,
,1,3123,,,0.1442161500453949
3.3368678092956543,2,3149,,,
3.4950828552246094,2,3199,,,
3.2475051879882812,2,3249,,,
3.598123788833618,2,3299,,,
3.3496592044830322,2,3349,,,
3.4804890155792236,2,3399,,,
3.5063300132751465,2,3449,,,
3.2858402729034424,2,3499,,,
